id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,audio_features,spotify:track:6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,195824,4,94
2CshODtf7iwe3pKlPmEWF5,TRES BOTELLAS,0.723,0.59,11,-7.688,0,0.0341,0.246,5.02e-05,0.201,0.587,97.481,audio_features,spotify:track:2CshODtf7iwe3pKlPmEWF5,https://api.spotify.com/v1/tracks/2CshODtf7iwe3pKlPmEWF5,https://api.spotify.com/v1/audio-analysis/2CshODtf7iwe3pKlPmEWF5,162648,4,80
24teIhDYO2RocTA2v5dY0r,Extssy Model,0.675,0.725,4,-4.766,0,0.0334,0.0839,0.0,0.334,0.469,92.513,audio_features,spotify:track:24teIhDYO2RocTA2v5dY0r,https://api.spotify.com/v1/tracks/24teIhDYO2RocTA2v5dY0r,https://api.spotify.com/v1/audio-analysis/24teIhDYO2RocTA2v5dY0r,240654,3,81
7kofJygFUxxmag4EAYcCG3,El Final De Nuestra Historia,0.736,0.499,10,-8.177,1,0.0341,0.487,0.0,0.23,0.957,114.984,audio_features,spotify:track:7kofJygFUxxmag4EAYcCG3,https://api.spotify.com/v1/tracks/7kofJygFUxxmag4EAYcCG3,https://api.spotify.com/v1/audio-analysis/7kofJygFUxxmag4EAYcCG3,197280,4,63
33Nj9AdncSmHbCN3QeSZTL,Volver Al Futuro,0.753,0.662,1,-6.702,1,0.0361,0.128,0.0,0.105,0.638,116.916,audio_features,spotify:track:33Nj9AdncSmHbCN3QeSZTL,https://api.spotify.com/v1/tracks/33Nj9AdncSmHbCN3QeSZTL,https://api.spotify.com/v1/audio-analysis/33Nj9AdncSmHbCN3QeSZTL,204103,3,81
587pEvJ7iJhNtcCf5YKEgE,Tal Vez Fui Yo,0.583,0.774,5,-5.326,1,0.0337,0.195,0.0,0.258,0.685,119.795,audio_features,spotify:track:587pEvJ7iJhNtcCf5YKEgE,https://api.spotify.com/v1/tracks/587pEvJ7iJhNtcCf5YKEgE,https://api.spotify.com/v1/audio-analysis/587pEvJ7iJhNtcCf5YKEgE,150365,3,82
2plbrEY59IikOBgBGLjaoe,Die With A Smile,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3,100
7oJ3N7oVSwoa5sdpg6NCE6,Lo Que Hay X Aquí,0.69,0.502,0,-7.242,1,0.096,0.697,0.0,0.213,0.747,153.991,audio_features,spotify:track:7oJ3N7oVSwoa5sdpg6NCE6,https://api.spotify.com/v1/tracks/7oJ3N7oVSwoa5sdpg6NCE6,https://api.spotify.com/v1/audio-analysis/7oJ3N7oVSwoa5sdpg6NCE6,158546,4,74
0JDrG1g5HXbfgGtRKT0ofH,Diamantes,0.662,0.759,9,-5.475,1,0.0353,0.389,0.0,0.141,0.513,92.438,audio_features,spotify:track:0JDrG1g5HXbfgGtRKT0ofH,https://api.spotify.com/v1/tracks/0JDrG1g5HXbfgGtRKT0ofH,https://api.spotify.com/v1/audio-analysis/0JDrG1g5HXbfgGtRKT0ofH,211353,3,78
1wsDxqEDpsvNCatbXHjOje,BLANCA ROSITA Y MARIA,0.767,0.656,11,-6.804,0,0.0561,0.3,0.00235,0.139,0.684,129.99,audio_features,spotify:track:1wsDxqEDpsvNCatbXHjOje,https://api.spotify.com/v1/tracks/1wsDxqEDpsvNCatbXHjOje,https://api.spotify.com/v1/audio-analysis/1wsDxqEDpsvNCatbXHjOje,200658,3,77
5vNRhkKd0yEAg8suGBpjeY,APT.,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,audio_features,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4,94
